hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
400A26,21425,53.93166,-1.74071,2017/09/11,21:47:11.578,-74.36,20.64,7751,344,337,SHT12T  
400A26,21400,53.93310,-1.74174,2017/09/11,21:47:12.492,-74.24,20.7,7751,344,337,SHT12T  
400A26,21375,53.93459,-1.74282,2017/09/11,21:47:13.478,-74.12,20.78,7751,344,337,SHT12T  
A14BDD,32000,53.62031,-1.47112,2017/09/11,21:55:53.350,-124.09,13.78,,,,
A14BDD,32000,53.62234,-1.47303,2017/09/11,21:55:54.396,-123.58,13.73,674,463,331,AMX004  
A14BDD,32000,53.62422,-1.47484,2017/09/11,21:55:55.385,-123.1,13.69,674,463,331,AMX004  
A14BDD,31975,53.66165,-1.51038,2017/09/11,21:56:15.503,-113.98,13.16,674,463,331,AMX004  
A14BDD,31975,53.66351,-1.51215,2017/09/11,21:56:16.544,-113.55,13.15,674,463,331,AMX004  
C00EC2,33975,53.58600,-1.46142,2017/09/11,21:56:44.533,-130.2,15.15,2211,428,284,
C00EC2,33975,53.60216,-1.56717,2017/09/11,21:57:17.560,-118.72,16.98,2211,428,284,TOM7JL  
A14BDD,31975,53.79614,-1.63898,2017/09/11,21:57:27.652,-89.09,15.23,674,463,331,AMX004  
4067EE,34625,53.60351,-1.31085,2017/09/11,21:57:36.431,-152.46,11.74,5714,,,TOM2XL  
4067EE,34550,53.61007,-1.31763,2017/09/11,21:57:40.369,-150.04,11.45,5714,417,329,TOM2XL  
4067EE,34425,53.61804,-1.32589,2017/09/11,21:57:45.345,-147.01,11.1,5714,417,329,TOM2XL  
4067EE,34250,53.62506,-1.33314,2017/09/11,21:57:49.602,-144.28,10.81,5714,417,329,TOM2XL  
4067EE,33825,53.64304,-1.35163,2017/09/11,21:58:00.746,-137.15,10.15,5714,417,329,TOM2XL  
4067EE,33775,53.64464,-1.35328,2017/09/11,21:58:01.730,-136.51,10.09,5714,410,329,TOM2XL  
4067EE,33025,53.68185,-1.39139,2017/09/11,21:58:25.055,-121.79,9.15,5714,407,329,TOM2XL  
4067EE,32925,53.68675,-1.39644,2017/09/11,21:58:28.135,-119.93,9.07,5714,401,329,TOM2XL  
4067EE,32900,53.68835,-1.39801,2017/09/11,21:58:29.122,-119.34,9.05,5714,401,329,TOM2XL  
4067EE,32500,53.70374,-1.41378,2017/09/11,21:58:38.883,-113.75,8.9,5714,401,329,TOM2XL  
4067EE,32275,53.71174,-1.42200,2017/09/11,21:58:44.062,-110.99,8.88,5714,401,329,TOM2XL  
4067EE,29450,53.78962,-1.50206,2017/09/11,21:59:33.079,-90.02,10.37,5714,410,329,TOM2XL  
4067EE,29375,53.79321,-1.50577,2017/09/11,21:59:35.182,-89.29,10.51,5714,413,329,TOM2XL  
4067EE,29300,53.79630,-1.50897,2017/09/11,21:59:37.082,-88.68,10.62,5714,413,329,TOM2XL  
4067EE,29250,53.79955,-1.51235,2017/09/11,21:59:39.048,-88.06,10.75,5714,413,329,TOM2XL  
4067EE,28825,53.81904,-1.53243,2017/09/11,21:59:51.233,-84.57,11.58,5714,408,329,TOM2XL  
4067EE,28800,53.82095,-1.53445,2017/09/11,21:59:52.353,-84.26,11.67,5714,408,329,TOM2XL  
4067EE,28775,53.82225,-1.53574,2017/09/11,21:59:53.262,-84.04,11.72,5714,408,329,TOM2XL  
4067EE,28700,53.82527,-1.53887,2017/09/11,21:59:55.098,-83.56,11.86,5714,406,329,TOM2XL  
4067EE,28675,53.82687,-1.54052,2017/09/11,21:59:56.085,-83.3,11.94,5714,406,329,TOM2XL  
4067EE,28625,53.82863,-1.54237,2017/09/11,21:59:57.197,-83.03,12.02,5714,405,329,TOM2XL  
4067EE,28575,53.83163,-1.54546,2017/09/11,21:59:59.161,-82.56,12.17,5714,404,329,TOM2XL  
4067EE,28450,53.83655,-1.55053,2017/09/11,22:00:02.240,-81.82,12.41,5714,404,329,TOM2XL  
4067EE,28275,53.84320,-1.55739,2017/09/11,22:00:06.374,-80.86,12.74,5714,402,329,TOM2XL  
4067EE,28225,53.84479,-1.55909,2017/09/11,22:00:07.358,-80.64,12.82,5714,402,329,TOM2XL  
4067EE,27925,53.85599,-1.57073,2017/09/11,22:00:14.499,-79.13,13.4,5714,401,329,TOM2XL  
4067EE,27825,53.85883,-1.57371,2017/09/11,22:00:16.334,-78.77,13.55,5714,401,329,TOM2XL  
4067EE,27525,53.86685,-1.58211,2017/09/11,22:00:21.383,-77.78,13.98,5714,401,329,TOM2XL  
4067EE,27450,53.86843,-1.58373,2017/09/11,22:00:22.425,-77.59,14.07,5714,401,329,TOM2XL  
4067EE,27125,53.87526,-1.59082,2017/09/11,22:00:26.754,-76.79,14.45,5714,402,329,TOM2XL  
4067EE,27050,53.87672,-1.59237,2017/09/11,22:00:27.607,-76.62,14.53,5714,404,329,TOM2XL  
4067EE,26975,53.87830,-1.59399,2017/09/11,22:00:28.653,-76.44,14.61,5714,404,329,TOM2XL  
4067EE,26825,53.88167,-1.59749,2017/09/11,22:00:30.683,-76.07,14.8,5714,405,329,TOM2XL  
4067EE,26750,53.88327,-1.59922,2017/09/11,22:00:31.733,-75.9,14.9,5714,406,329,TOM2XL  
4067EE,26675,53.88501,-1.60110,2017/09/11,22:00:32.843,-75.71,15,5714,407,329,TOM2XL  
4067EE,26525,53.88985,-1.60610,2017/09/11,22:00:35.794,-75.2,15.27,5714,409,329,TOM2XL  
4067EE,26375,53.89502,-1.61144,2017/09/11,22:00:39.002,-74.67,15.57,5714,409,329,TOM2XL  
4067EE,26350,53.89627,-1.61281,2017/09/11,22:00:39.794,-74.54,15.64,5714,409,329,TOM2XL  
4067EE,26275,53.90139,-1.61814,2017/09/11,22:00:43.006,-74.04,15.94,5714,408,329,TOM2XL  
4067EE,26225,53.90318,-1.62001,2017/09/11,22:00:44.056,-73.87,16.05,5714,408,329,TOM2XL  
4067EE,24500,53.97038,-1.68939,2017/09/11,22:01:26.585,-68.49,20.14,5714,407,329,TOM2XL  
4067EE,24350,53.97679,-1.69605,2017/09/11,22:01:30.650,-68.07,20.54,5714,398,329,TOM2XL  
4067EE,24250,53.98007,-1.69949,2017/09/11,22:01:32.747,-67.87,20.75,5714,398,329,TOM2XL  
4066B9,30825,53.60006,-1.47669,2017/09/11,22:01:34.711,-126.57,14.82,,354,336,
4066B9,30800,53.60156,-1.47782,2017/09/11,22:01:35.823,-126.24,14.78,,354,336,
4066B9,30775,53.60454,-1.48002,2017/09/11,22:01:37.726,-125.58,14.69,,354,336,
4067EE,24050,53.98801,-1.70775,2017/09/11,22:01:37.983,-67.38,21.26,5714,395,329,TOM2XL  
4066B9,30425,53.63558,-1.50351,2017/09/11,22:01:58.823,-118.72,13.95,,350,336,
406674,36000,53.60614,-1.18911,2017/09/11,22:02:00.334,174.01,11.04,4234,442,353,SHT18H  
406674,36000,53.60816,-1.18959,2017/09/11,22:02:01.312,174.08,10.92,4234,442,353,SHT18H  
406674,36000,53.61789,-1.19194,2017/09/11,22:02:06.227,174.49,10.33,4234,443,353,SHT18H  
406674,36000,53.62194,-1.19282,2017/09/11,22:02:08.195,174.65,10.08,4234,443,353,SHT18H  
406674,36000,53.62599,-1.19379,2017/09/11,22:02:10.159,174.84,9.84,4234,443,353,SHT18H  
406674,36000,53.62802,-1.19429,2017/09/11,22:02:11.082,174.94,9.72,4234,443,353,SHT18H  
4066B9,30225,53.65416,-1.51753,2017/09/11,22:02:11.343,-114.7,13.63,,350,336,
4066B9,30200,53.65681,-1.51959,2017/09/11,22:02:13.244,-114.13,13.6,,350,336,
4066B9,30175,53.65947,-1.52161,2017/09/11,22:02:15.076,-113.57,13.56,,350,336,
4066B9,30125,53.66364,-1.52475,2017/09/11,22:02:17.834,-112.69,13.51,,350,336,
406674,35975,53.64219,-1.19759,2017/09/11,22:02:18.095,175.67,8.86,4234,444,353,SHT18H  
4066B9,30100,53.66537,-1.52608,2017/09/11,22:02:18.882,-112.32,13.49,,350,336,
406674,35975,53.64624,-1.19856,2017/09/11,22:02:20.064,175.92,8.62,4234,443,353,SHT18H  
4066B9,30075,53.66803,-1.52807,2017/09/11,22:02:20.777,-111.76,13.46,,350,336,
406674,35975,53.64830,-1.19900,2017/09/11,22:02:21.104,176.03,8.49,4234,443,353,SHT18H  
406674,35975,53.64990,-1.19939,2017/09/11,22:02:22.023,176.14,8.4,4234,443,353,SHT18H  
406674,35975,53.65393,-1.20033,2017/09/11,22:02:23.989,176.4,8.15,4234,441,353,SHT18H  
406674,36000,53.65636,-1.20088,2017/09/11,22:02:25.102,176.56,8.01,4234,441,353,SHT18H  
406674,36000,53.65839,-1.20139,2017/09/11,22:02:26.029,176.72,7.88,4234,441,353,SHT18H  
406674,36000,53.66199,-1.20222,2017/09/11,22:02:27.857,176.98,7.67,4234,440,353,SHT18H  
406674,36000,53.66519,-1.20300,2017/09/11,22:02:29.624,177.25,7.48,4234,440,353,SHT18H  
4066B9,29925,53.68254,-1.53911,2017/09/11,22:02:30.606,-108.77,13.35,,350,336,
406674,36000,53.66762,-1.20355,2017/09/11,22:02:30.672,177.44,7.33,4234,440,353,SHT18H  
4066B9,29900,53.68399,-1.54019,2017/09/11,22:02:31.591,-108.48,13.35,,350,336,
406674,36025,53.66961,-1.20405,2017/09/11,22:02:31.661,177.62,7.21,4234,439,353,SHT18H  
4066B9,29875,53.68552,-1.54130,2017/09/11,22:02:32.509,-108.17,13.34,,350,336,EXS534  
406674,36025,53.67524,-1.20535,2017/09/11,22:02:34.604,178.13,6.87,4234,439,353,SHT18H  
406674,36025,53.67723,-1.20583,2017/09/11,22:02:35.587,178.33,6.75,4234,439,353,SHT18H  
406674,36025,53.67925,-1.20631,2017/09/11,22:02:36.636,178.53,6.63,4234,439,353,SHT18H  
406674,36025,53.68126,-1.20677,2017/09/11,22:02:37.489,178.74,6.51,4234,439,353,SHT18H  
406674,36025,53.68208,-1.20701,2017/09/11,22:02:37.951,178.85,6.46,4234,439,353,SHT18H  
406674,36025,53.68330,-1.20728,2017/09/11,22:02:38.539,178.98,6.39,4234,439,353,SHT18H  
406674,36000,53.68529,-1.20771,2017/09/11,22:02:39.457,179.18,6.27,4234,439,353,SHT18H  
406674,36000,53.68730,-1.20817,2017/09/11,22:02:40.507,179.41,6.15,4234,439,353,SHT18H  
406674,36000,53.68932,-1.20865,2017/09/11,22:02:41.557,179.66,6.02,4234,439,353,SHT18H  
406674,36000,53.69694,-1.21043,2017/09/11,22:02:45.354,-179.31,5.57,4234,439,353,SHT18H  
406674,35975,53.70094,-1.21140,2017/09/11,22:02:47.255,-178.68,5.33,4234,439,353,SHT18H  
406674,35975,53.70699,-1.21281,2017/09/11,22:02:50.268,-177.65,4.97,4234,439,353,SHT18H  
406674,35975,53.70899,-1.21334,2017/09/11,22:02:51.251,-177.23,4.85,4234,439,353,SHT18H  
406674,35975,53.71058,-1.21367,2017/09/11,22:02:52.173,-176.95,4.75,4234,439,353,SHT18H  
406674,35975,53.71262,-1.21415,2017/09/11,22:02:53.156,-176.53,4.63,4234,439,353,SHT18H  
406674,35975,53.71500,-1.21477,2017/09/11,22:02:54.206,-175.97,4.49,4234,439,353,SHT18H  
406674,35975,53.71700,-1.21520,2017/09/11,22:02:55.312,-175.54,4.37,4234,439,353,SHT18H  
406674,35975,53.72301,-1.21666,2017/09/11,22:02:58.334,-173.95,4.01,4234,439,353,SHT18H  
406674,35975,53.72505,-1.21714,2017/09/11,22:02:59.316,-173.36,3.89,4234,439,353,SHT18H  
4066B9,29300,53.73148,-1.57638,2017/09/11,22:03:03.833,-99.42,13.48,,348,336,EXS534  
406674,35975,53.73665,-1.21987,2017/09/11,22:03:05.208,-169.2,3.21,4234,438,352,SHT18H  
406674,35975,53.73825,-1.22027,2017/09/11,22:03:06.001,-168.46,3.11,4234,438,352,SHT18H  
406674,36000,53.74665,-1.22223,2017/09/11,22:03:10.122,-163.97,2.63,4234,437,352,SHT18H  
406674,36000,53.75219,-1.22360,2017/09/11,22:03:12.941,-159.98,2.31,4234,437,352,SHT18H  
4066B9,29025,53.74544,-1.58705,2017/09/11,22:03:13.336,-96.98,13.65,,348,336,EXS534  
406674,36000,53.75578,-1.22443,2017/09/11,22:03:14.711,-156.92,2.11,4234,436,352,SHT18H  
406674,36000,53.75977,-1.22537,2017/09/11,22:03:16.744,-152.86,1.89,4234,435,352,SHT18H  
406674,36000,53.76094,-1.22570,2017/09/11,22:03:17.206,-151.44,1.82,4234,435,352,SHT18H  
406674,36000,53.76375,-1.22639,2017/09/11,22:03:18.713,-147.86,1.67,4234,435,352,SHT18H  
406674,36025,53.76574,-1.22683,2017/09/11,22:03:19.759,-145.1,1.57,4234,434,352,SHT18H  
406674,36025,53.76773,-1.22733,2017/09/11,22:03:20.680,-141.97,1.47,4234,434,352,SHT18H  
406674,36025,53.76929,-1.22772,2017/09/11,22:03:21.595,-139.31,1.39,4234,434,352,SHT18H  
406674,36025,53.77128,-1.22821,2017/09/11,22:03:22.580,-135.65,1.29,4234,434,352,SHT18H  
406674,36025,53.77327,-1.22866,2017/09/11,22:03:23.558,-131.73,1.2,4234,434,352,SHT18H  
406674,36025,53.77524,-1.22910,2017/09/11,22:03:24.608,-127.54,1.12,4234,434,352,SHT18H  
406674,36025,53.77603,-1.22934,2017/09/11,22:03:25.008,-125.68,1.09,4234,434,352,SHT18H  
406674,36025,53.77721,-1.22961,2017/09/11,22:03:25.529,-122.94,1.04,4234,433,352,SHT18H  
406674,36025,53.77803,-1.22976,2017/09/11,22:03:26.046,-121.02,1.01,4234,433,352,SHT18H  
406674,36025,53.77881,-1.23000,2017/09/11,22:03:26.442,-119.03,0.98,4234,433,352,SHT18H  
406674,36025,53.77998,-1.23023,2017/09/11,22:03:26.967,-116.13,0.94,4234,433,352,SHT18H  
406674,36025,53.78279,-1.23094,2017/09/11,22:03:28.408,-108.72,0.87,4234,433,352,SHT18H  
406674,36025,53.78473,-1.23136,2017/09/11,22:03:29.328,-103.52,0.84,4234,433,352,SHT18H  
406674,36025,53.78673,-1.23188,2017/09/11,22:03:30.379,-98.11,0.82,4234,433,352,SHT18H  
406674,36025,53.78869,-1.23233,2017/09/11,22:03:31.297,-92.9,0.82,4234,433,352,SHT18H  
406674,36025,53.78948,-1.23257,2017/09/11,22:03:31.815,-90.85,0.82,4234,433,352,SHT18H  
406674,36025,53.79265,-1.23330,2017/09/11,22:03:33.262,-82.95,0.86,4234,433,352,SHT18H  
406674,36025,53.79465,-1.23376,2017/09/11,22:03:34.436,-78.32,0.91,4234,433,352,SHT18H  
406674,36025,53.79581,-1.23402,2017/09/11,22:03:34.961,-75.77,0.94,4234,433,352,SHT18H  
406674,36025,53.79660,-1.23418,2017/09/11,22:03:35.421,-74.08,0.97,4234,433,352,SHT18H  
406674,36025,53.79858,-1.23471,2017/09/11,22:03:36.337,-70.17,1.04,4234,433,353,SHT18H  
406674,36025,53.80056,-1.23515,2017/09/11,22:03:37.321,-66.51,1.12,4234,432,353,SHT18H  
406674,36025,53.80257,-1.23565,2017/09/11,22:03:38.304,-63.16,1.2,4234,432,353,SHT18H  
406674,36025,53.80452,-1.23612,2017/09/11,22:03:39.350,-60.18,1.29,4234,432,353,SHT18H  
406674,36025,53.80650,-1.23659,2017/09/11,22:03:40.269,-57.41,1.39,4234,432,353,SHT18H  
406674,36025,53.80728,-1.23675,2017/09/11,22:03:40.666,-56.37,1.43,4234,432,353,SHT18H  
406674,36025,53.80811,-1.23698,2017/09/11,22:03:41.060,-55.36,1.47,4234,432,353,SHT18H  
406674,36025,53.81204,-1.23792,2017/09/11,22:03:43.027,-50.93,1.67,4234,431,353,SHT18H  
406674,36025,53.81360,-1.23824,2017/09/11,22:03:43.937,-49.33,1.75,4234,431,353,SHT18H  
406674,36025,53.81555,-1.23871,2017/09/11,22:03:44.928,-47.55,1.86,4234,431,353,SHT18H  
406674,36025,53.82109,-1.24008,2017/09/11,22:03:47.806,-43.27,2.17,4234,431,353,SHT18H  
406674,36025,53.83054,-1.24226,2017/09/11,22:03:52.527,-37.74,2.7,4234,431,353,SHT18H  
406674,36025,53.83250,-1.24279,2017/09/11,22:03:53.575,-36.88,2.82,4234,431,353,SHT18H  
406674,36025,53.83445,-1.24323,2017/09/11,22:03:54.495,-36.02,2.93,4234,430,352,SHT18H  
406674,36025,53.83640,-1.24373,2017/09/11,22:03:55.539,-35.25,3.05,4234,430,352,SHT18H  
406674,36025,53.83836,-1.24420,2017/09/11,22:03:56.585,-34.51,3.16,4234,430,352,SHT18H  
406674,36025,53.84033,-1.24467,2017/09/11,22:03:57.504,-33.81,3.28,4234,430,352,SHT18H  
406674,36025,53.84193,-1.24499,2017/09/11,22:03:58.422,-33.22,3.37,4234,430,352,SHT18H  
406674,36025,53.84385,-1.24549,2017/09/11,22:03:59.275,-32.64,3.48,4234,430,352,SHT18H  
406674,36000,53.85132,-1.24726,2017/09/11,22:04:03.143,-30.55,3.92,4234,429,352,SHT18H  
406674,36000,53.85330,-1.24776,2017/09/11,22:04:04.063,-30.08,4.04,4234,429,352,SHT18H  
406674,36000,53.85526,-1.24820,2017/09/11,22:04:05.171,-29.61,4.16,4234,429,352,SHT18H  
406674,36000,53.85721,-1.24864,2017/09/11,22:04:06.155,-29.17,4.27,4234,429,352,SHT18H  
406674,36000,53.86075,-1.24954,2017/09/11,22:04:07.992,-28.48,4.48,4234,429,352,SHT18H  
406674,35975,53.87489,-1.25291,2017/09/11,22:04:15.073,-26.11,5.33,4234,429,352,SHT18H  
406674,35975,53.88428,-1.25511,2017/09/11,22:04:19.851,-24.87,5.89,4234,429,352,SHT18H  
406674,35975,53.88622,-1.25559,2017/09/11,22:04:20.836,-24.66,6.01,4234,429,352,SHT18H  
406674,35975,53.89760,-1.25833,2017/09/11,22:04:26.798,-23.5,6.69,4234,429,352,SHT18H  
406674,35975,53.90154,-1.25927,2017/09/11,22:04:28.763,-23.15,6.93,4234,429,352,SHT18H  
406674,35975,53.90349,-1.25971,2017/09/11,22:04:29.620,-22.97,7.05,4234,429,352,SHT18H  
406674,35950,53.90698,-1.26060,2017/09/11,22:04:31.580,-22.71,7.26,4234,428,352,SHT18H  
406674,35950,53.90898,-1.26109,2017/09/11,22:04:32.502,-22.56,7.38,4234,428,352,SHT18H  
406674,35950,53.92071,-1.26391,2017/09/11,22:04:38.526,-21.74,8.08,4234,428,352,SHT18H  
406674,35950,53.92264,-1.26437,2017/09/11,22:04:39.512,-21.62,8.2,4234,428,352,SHT18H  
4066B9,26475,53.86941,-1.68180,2017/09/11,22:04:41.481,-79.98,17.4,,331,336,EXS534  
406674,35950,53.92853,-1.26577,2017/09/11,22:04:42.528,-21.26,8.55,4234,428,352,SHT18H  
4066B9,26425,53.87187,-1.68373,2017/09/11,22:04:43.447,-79.71,17.5,,331,336,EXS534  
406674,35950,53.93244,-1.26666,2017/09/11,22:04:44.430,-21.03,8.79,4234,427,352,SHT18H  
406674,35950,53.93440,-1.26719,2017/09/11,22:04:45.477,-20.94,8.91,4234,427,352,SHT18H  
406674,35950,53.93635,-1.26763,2017/09/11,22:04:46.461,-20.83,9.03,4234,427,352,SHT18H  
406674,35950,53.93829,-1.26814,2017/09/11,22:04:47.443,-20.74,9.14,4234,427,352,SHT18H  
406674,35975,53.94923,-1.27073,2017/09/11,22:04:53.140,-20.22,9.8,4234,427,352,SHT18H  
406674,35975,53.95116,-1.27118,2017/09/11,22:04:54.128,-20.13,9.92,4234,427,352,SHT18H  
406674,35975,53.95312,-1.27167,2017/09/11,22:04:55.172,-20.05,10.04,4234,427,352,SHT18H  
406674,35975,53.96522,-1.27458,2017/09/11,22:05:01.267,-19.58,10.77,4234,427,352,SHT18H  
406674,35975,53.96680,-1.27498,2017/09/11,22:05:02.119,-19.53,10.87,4234,427,352,SHT18H  
406674,35975,53.97225,-1.27627,2017/09/11,22:05:05.003,-19.33,11.19,4234,427,352,SHT18H  
406674,35975,53.97423,-1.27677,2017/09/11,22:05:05.853,-19.27,11.31,4234,427,352,SHT18H  
406674,35975,53.97578,-1.27708,2017/09/11,22:05:06.710,-19.2,11.41,4234,427,352,SHT18H  
4066B9,25225,53.92964,-1.72815,2017/09/11,22:05:26.239,-74.22,20.18,,331,336,EXS534  
405F0B,35000,53.41515,-1.62331,2017/09/11,22:05:52.646,-133.4,26.88,,,,
406674,35975,54.08374,-1.30317,2017/09/11,22:06:02.153,-16.97,17.94,4234,426,353,SHT18H  
406674,35975,54.08569,-1.30361,2017/09/11,22:06:03.136,-16.93,18.06,4234,426,353,SHT18H  
406674,35975,54.08954,-1.30455,2017/09/11,22:06:05.164,-16.89,18.29,4234,426,353,SHT18H  
4066B9,23350,54.01360,-1.77131,2017/09/11,22:06:25.738,-67.35,23.97,,315,336,EXS534  
405F0B,35000,53.47539,-1.68228,2017/09/11,22:06:28.563,-124.79,25.27,,,,
406674,35950,54.28810,-1.35273,2017/09/11,22:07:47.398,-15.37,30.32,4234,426,352,SHT18H  
406674,35950,54.29201,-1.35365,2017/09/11,22:07:49.359,-15.35,30.55,4234,426,352,SHT18H  
406674,35950,54.29398,-1.35415,2017/09/11,22:07:50.405,-15.34,30.67,4234,429,352,SHT18H  
406674,35950,54.29592,-1.35465,2017/09/11,22:07:51.327,-15.33,30.79,4234,429,352,SHT18H  
406674,35950,54.29791,-1.35512,2017/09/11,22:07:52.242,-15.32,30.91,4234,429,352,SHT18H  
406674,35950,54.29947,-1.35552,2017/09/11,22:07:53.097,-15.32,31,4234,429,352,SHT18H  
406674,35950,54.30146,-1.35598,2017/09/11,22:07:54.079,-15.31,31.12,4234,429,352,SHT18H  
406674,35950,54.30300,-1.35631,2017/09/11,22:07:54.995,-15.3,31.22,4234,429,352,SHT18H  
406674,35950,54.30696,-1.35731,2017/09/11,22:07:56.893,-15.28,31.46,4234,430,352,SHT18H  
406674,35975,54.30890,-1.35778,2017/09/11,22:07:57.942,-15.27,31.58,4234,430,352,SHT18H  
406674,35975,54.31245,-1.35864,2017/09/11,22:07:59.717,-15.26,31.79,4234,430,352,SHT18H  
406674,35975,54.31439,-1.35907,2017/09/11,22:08:00.633,-15.25,31.91,4234,430,352,SHT18H  
406674,35975,54.31833,-1.36004,2017/09/11,22:08:02.660,-15.23,32.15,4234,430,352,SHT18H  
406674,35975,54.32423,-1.36147,2017/09/11,22:08:05.678,-15.21,32.5,4234,430,352,SHT18H  
406F6B,15750,53.60942,-1.30568,2017/09/11,22:15:16.228,-152.93,11.35,,290,280,
406F6B,15075,53.61823,-1.39275,2017/09/11,22:15:55.617,-134.36,12.18,2210,290,280,MON3425 
406F6B,14850,53.62129,-1.42249,2017/09/11,22:16:09.440,-129.57,12.63,2210,283,280,MON3425 
406F6B,14675,53.62418,-1.45145,2017/09/11,22:16:22.872,-125.57,13.14,2210,283,280,MON3425 
406F6B,14500,53.62646,-1.47362,2017/09/11,22:16:33.226,-122.86,13.57,2210,283,280,MON3425 
406F6B,14500,53.62664,-1.47572,2017/09/11,22:16:34.214,-122.63,13.61,2210,281,280,MON3425 
406F6B,14475,53.62692,-1.47839,2017/09/11,22:16:35.327,-122.33,13.66,2210,281,280,MON3425 
406F6B,14450,53.62711,-1.48057,2017/09/11,22:16:36.371,-122.09,13.71,2210,281,280,MON3425 
406F6B,14425,53.62733,-1.48253,2017/09/11,22:16:37.295,-121.87,13.75,2210,281,280,MON3425 
406F6B,14425,53.62752,-1.48457,2017/09/11,22:16:38.276,-121.65,13.79,2210,281,280,MON3425 
406F6B,14375,53.62798,-1.48896,2017/09/11,22:16:40.310,-121.17,13.88,2210,281,280,MON3425 
406F6B,14350,53.62816,-1.49108,2017/09/11,22:16:41.286,-120.95,13.93,2210,281,280,MON3425 
406F6B,14350,53.62839,-1.49336,2017/09/11,22:16:42.269,-120.71,13.98,2210,281,280,MON3425 
406F6B,14325,53.62860,-1.49527,2017/09/11,22:16:43.190,-120.51,14.02,2210,281,280,MON3425 
406F6B,14300,53.62897,-1.49915,2017/09/11,22:16:44.961,-120.12,14.11,2210,281,280,MON3425 
40072B,5175,53.94923,-1.63555,2017/09/11,22:16:45.351,-68.6,17.85,,208,359,
40072B,5150,53.95027,-1.63575,2017/09/11,22:16:46.334,-68.48,17.89,,206,356,
406F6B,14250,53.62962,-1.50528,2017/09/11,22:16:47.905,-119.5,14.24,2210,281,280,MON3425 
40072B,5150,53.95198,-1.63610,2017/09/11,22:16:48.240,-68.29,17.96,,206,356,
406F6B,14175,53.63022,-1.51133,2017/09/11,22:16:50.726,-118.91,14.37,2210,280,280,MON3425 
406F6B,14175,53.63045,-1.51352,2017/09/11,22:16:51.707,-118.7,14.42,2210,280,280,MON3425 
40072B,5100,53.95577,-1.63761,2017/09/11,22:16:52.494,-67.9,18.13,5315,203,349,EXS26A  
40072B,5075,53.95848,-1.63900,2017/09/11,22:16:55.378,-67.64,18.26,5315,202,342,EXS26A  
406F6B,14100,53.63130,-1.52233,2017/09/11,22:16:55.776,-117.89,14.63,2210,280,280,MON3425 
406F6B,14075,53.63150,-1.52427,2017/09/11,22:16:56.630,-117.72,14.67,2210,280,280,MON3425 
406F6B,13950,53.63319,-1.54107,2017/09/11,22:17:04.425,-116.26,15.07,2210,280,280,MON3425 
406F6B,13575,53.63847,-1.59310,2017/09/11,22:17:28.934,-112.39,16.37,2210,277,280,MON3425 
406F6B,13575,53.63861,-1.59479,2017/09/11,22:17:29.788,-112.29,16.42,2210,277,280,MON3425 
406F6B,13525,53.63907,-1.59900,2017/09/11,22:17:31.754,-112.01,16.53,2210,276,280,MON3425 
406F6B,13525,53.63924,-1.60094,2017/09/11,22:17:32.729,-111.89,16.58,2210,276,280,MON3425 
406F6B,13500,53.63949,-1.60328,2017/09/11,22:17:33.782,-111.74,16.64,2210,276,280,MON3425 
4CA90F,25150,53.48465,-1.25189,2017/09/11,22:18:06.223,-172.39,18.37,2001,373,279,RYR79TN 
4CA90F,21750,53.51486,-1.58517,2017/09/11,22:20:06.215,-127.4,21.23,2001,373,279,RYR79TN 
4CA90F,21575,53.51636,-1.60110,2017/09/11,22:20:12.046,-126.11,21.52,2001,358,279,RYR79TN 
4CA90F,21550,53.51660,-1.60385,2017/09/11,22:20:13.090,-125.89,21.57,2001,358,279,RYR79TN 
406133,33125,53.62855,-1.55634,2017/09/11,22:20:22.590,-115.9,15.66,5540,394,339,
40072B,4475,53.86084,-1.57238,2017/09/11,22:21:00.670,-78.41,13.54,,,,
40072B,4475,53.88519,-1.54648,2017/09/11,22:21:28.655,-73.49,13.23,5315,215,10,EXS26A  
40072B,4475,53.88622,-1.54633,2017/09/11,22:21:29.570,-73.32,13.26,5315,215,10,EXS26A  
40072B,4475,53.88707,-1.54601,2017/09/11,22:21:30.681,-73.16,13.27,5315,214,8,EXS26A  
40072B,4475,53.89050,-1.54560,2017/09/11,22:21:33.955,-72.58,13.35,5315,210,2,EXS26A  
40072B,4475,53.89120,-1.54560,2017/09/11,22:21:34.938,-72.47,13.37,5315,210,1,EXS26A  
40072B,4475,53.89241,-1.54544,2017/09/11,22:21:35.927,-72.27,13.39,5315,209,,EXS26A  
40072B,4475,53.89311,-1.54560,2017/09/11,22:21:36.844,-72.16,13.42,5315,209,,EXS26A  
40072B,4475,53.89497,-1.54584,2017/09/11,22:21:38.805,-71.87,13.48,5315,207,357,EXS26A  
40072B,4475,53.89568,-1.54578,2017/09/11,22:21:39.334,-71.76,13.5,5315,205,355,EXS26A  
4CA741,38000,53.52654,-1.19351,2017/09/11,22:21:39.856,176.72,15.8,,,,
40072B,4475,53.89962,-1.54681,2017/09/11,22:21:43.594,-71.18,13.64,5315,204,350,EXS26A  
4CA741,38000,53.52758,-1.21512,2017/09/11,22:21:46.475,-178.77,15.73,,,,
