hex_ident,altitude(feet),latitude,longitude,date,time,angle,distance(nauticalmile),squawk,ground_speed(knotph),track,callsign
4CA741,38000,53.52773,-1.21838,2017/09/11,22:21:47.396,-178.09,15.72,,424,275,
40072B,4475,53.91852,-1.58085,2017/09/11,22:22:17.480,-70.05,15.24,5315,192,272,EXS26A  
40072B,4475,53.91852,-1.58391,2017/09/11,22:22:19.440,-70.2,15.34,5315,192,272,EXS26A  
4CA741,38000,53.53262,-1.32715,2017/09/11,22:22:20.749,-156.33,15.98,,424,275,
40072B,4475,53.91833,-1.58698,2017/09/11,22:22:21.403,-70.38,15.43,5315,195,263,EXS26A  
4070EC,37000,53.43732,-1.29764,2017/09/11,22:22:21.598,-166.51,21.38,6761,422,331,EXS14C  
40072B,4475,53.91815,-1.58841,2017/09/11,22:22:22.390,-70.47,15.47,5315,196,260,EXS26A  
40072B,4475,53.91797,-1.58996,2017/09/11,22:22:23.374,-70.57,15.51,5315,196,260,EXS26A  
40072B,4475,53.91747,-1.59302,2017/09/11,22:22:25.405,-70.78,15.59,5315,196,260,EXS26A  
4CA741,38025,53.53363,-1.35011,2017/09/11,22:22:27.633,-152.26,16.16,2002,424,275,
4CA741,38025,53.53377,-1.35344,2017/09/11,22:22:28.743,-151.7,16.19,2002,424,275,
4070EC,37000,53.45123,-1.31077,2017/09/11,22:22:29.665,-164,20.63,6761,422,331,EXS14C  
406133,28425,53.84106,-1.69731,2017/09/11,22:22:33.001,-83.7,17.55,5540,367,339,EZY39XR 
406133,28350,53.84441,-1.69957,2017/09/11,22:22:35.037,-83.33,17.67,5540,367,339,EZY39XR 
406133,28275,53.84744,-1.70159,2017/09/11,22:22:36.940,-82.99,17.77,5540,366,339,EZY39XR 
AD7633,31950,53.50491,-1.57306,2017/09/11,22:22:38.571,-129.3,21.43,,,,
AD7633,32425,53.53729,-1.60055,2017/09/11,22:22:56.068,-124,20.56,7720,447,334,
406133,27475,53.88175,-1.72461,2017/09/11,22:22:59.084,-79.4,19.06,5540,366,339,EZY39XR 
406133,26275,53.93349,-1.75907,2017/09/11,22:23:32.505,-74.67,21.27,5540,366,339,EZY39XR 
406133,26200,53.93642,-1.76111,2017/09/11,22:23:34.475,-74.43,21.41,5540,357,339,EZY39XR 
406133,26175,53.93839,-1.76236,2017/09/11,22:23:35.524,-74.27,21.5,5540,357,339,EZY39XR 
406B9E,5450,53.86992,-1.56507,2017/09/11,22:23:36.963,-76.72,13.48,,,,MON48NK 
406133,26100,53.94131,-1.76440,2017/09/11,22:23:37.554,-74.03,21.64,5540,356,339,EZY39XR 
406133,26075,53.94292,-1.76549,2017/09/11,22:23:38.600,-73.9,21.71,5540,356,339,EZY39XR 
406133,25925,53.94906,-1.76961,2017/09/11,22:23:42.603,-73.41,22,5540,355,339,EZY39XR 
406B9E,5475,53.87658,-1.56127,2017/09/11,22:23:43.386,-75.51,13.5,5565,218,25,MON48NK 
4CA741,38025,53.54476,-1.60271,2017/09/11,22:23:44.826,-123.06,20.29,2002,421,275,
406133,25775,53.95623,-1.77453,2017/09/11,22:23:47.319,-72.84,22.34,5540,355,339,EZY39XR 
4070EC,37000,53.59615,-1.44818,2017/09/11,22:23:55.378,-130.28,14.38,6761,422,331,EXS14C  
4070EC,37000,53.60490,-1.45658,2017/09/11,22:24:00.492,-128.02,14.15,6761,419,331,EXS14C  
4070EC,37000,53.60658,-1.45819,2017/09/11,22:24:01.602,-127.58,14.1,6761,419,331,EXS14C  
4070EC,37000,53.60830,-1.45973,2017/09/11,22:24:02.525,-127.15,14.06,6761,419,331,EXS14C  
4070EC,37000,53.61533,-1.46651,2017/09/11,22:24:06.717,-125.34,13.89,6761,419,331,EXS14C  
4070EC,37000,53.62038,-1.47130,2017/09/11,22:24:09.727,-124.06,13.78,6761,418,331,EXS14C  
4070EC,37000,53.62207,-1.47295,2017/09/11,22:24:10.780,-123.63,13.74,6761,418,331,EXS14C  
4070EC,37000,53.62372,-1.47452,2017/09/11,22:24:11.765,-123.21,13.71,6761,418,331,EXS14C  
4070EC,37000,53.62541,-1.47617,2017/09/11,22:24:12.746,-122.78,13.67,6761,418,331,EXS14C  
4CA854,8825,53.65960,-1.58494,2017/09/11,22:24:13.073,-109.91,15.45,1037,209,350,
4CA854,8775,53.66305,-1.58607,2017/09/11,22:24:16.804,-109.37,15.38,1037,209,350,
4CA741,38000,53.54993,-1.72438,2017/09/11,22:24:22.378,-115.95,23.28,2002,421,275,
4CA741,38000,53.55020,-1.73090,2017/09/11,22:24:24.283,-115.64,23.46,2002,420,274,
4070EC,37000,53.64568,-1.49551,2017/09/11,22:24:24.873,-117.76,13.34,6761,418,331,EXS14C  
4070EC,37000,53.64722,-1.49689,2017/09/11,22:24:25.719,-117.4,13.32,6761,416,331,EXS14C  
4070EC,37000,53.66342,-1.51224,2017/09/11,22:24:35.419,-113.56,13.15,6761,415,331,EXS14C  
4070EC,37000,53.67723,-1.52537,2017/09/11,22:24:43.741,-110.42,13.09,6761,414,331,EXS14C  
4CA854,8100,53.69833,-1.59803,2017/09/11,22:24:53.836,-103.81,14.84,1037,210,349,
4070EC,36975,53.81332,-1.67455,2017/09/11,22:26:09.263,-86.95,16.54,6761,414,331,EXS14C  
4070EC,37000,53.81488,-1.67644,2017/09/11,22:26:10.247,-86.76,16.62,6761,414,331,EXS14C  
40072B,3475,53.71747,-1.49228,2017/09/11,22:27:57.651,-104.95,10.93,,186,61,EXS26A  
40072B,3475,53.71905,-1.48970,2017/09/11,22:28:00.467,-104.77,10.81,,170,42,EXS26A  
40072B,3475,53.71970,-1.48881,2017/09/11,22:28:01.521,-104.69,10.77,5315,170,42,EXS26A  
40072B,3475,53.72021,-1.48832,2017/09/11,22:28:02.503,-104.61,10.74,5315,163,34,EXS26A  
40072B,3450,53.72777,-1.48417,2017/09/11,22:28:13.841,-103.27,10.43,5315,146,9,EXS26A  
40072B,3475,53.72914,-1.48417,2017/09/11,22:28:15.807,-102.98,10.4,5315,143,2,EXS26A  
40072B,3475,53.72969,-1.48417,2017/09/11,22:28:16.723,-102.87,10.39,5315,143,2,EXS26A  
40072B,3500,53.73532,-1.48504,2017/09/11,22:28:25.371,-101.66,10.31,5315,137,346,EXS26A  
40072B,3500,53.73585,-1.48542,2017/09/11,22:28:26.421,-101.54,10.31,5315,135,342,EXS26A  
40072B,3475,53.73637,-1.48574,2017/09/11,22:28:27.338,-101.42,10.31,5315,135,342,EXS26A  
40072B,3475,53.73688,-1.48606,2017/09/11,22:28:28.260,-101.3,10.31,5315,132,335,EXS26A  
40072B,3475,53.73739,-1.48655,2017/09/11,22:28:29.171,-101.17,10.32,5315,132,335,EXS26A  
40072B,3475,53.73790,-1.48711,2017/09/11,22:28:30.027,-101.04,10.33,5315,132,335,EXS26A  
40072B,3475,53.74168,-1.49155,2017/09/11,22:28:37.760,-100.1,10.41,5315,130,324,EXS26A  
40072B,3475,53.74187,-1.49194,2017/09/11,22:28:38.283,-100.04,10.42,5315,130,324,EXS26A  
40072B,3475,53.74324,-1.49343,2017/09/11,22:28:40.966,-99.71,10.45,5315,130,326,EXS26A  
40072B,3475,53.74512,-1.49568,2017/09/11,22:28:44.834,-99.25,10.5,5315,131,326,EXS26A  
40072B,3475,53.75198,-1.50340,2017/09/11,22:28:58.141,-97.65,10.67,5315,132,328,EXS26A  
40072B,3475,53.75904,-1.51127,2017/09/11,22:29:11.963,-96.07,10.86,5315,133,326,EXS26A  
40072B,3475,53.77089,-1.52608,2017/09/11,22:29:36.546,-93.56,11.28,5315,129,323,EXS26A  
406B9E,3475,53.70314,-1.45122,2017/09/11,22:30:03.677,-110.53,10.03,,,,
406B9E,3475,53.70685,-1.44965,2017/09/11,22:30:09.048,-109.84,9.87,5565,,,
406B9E,3450,53.71956,-1.45076,2017/09/11,22:30:28.575,-106.91,9.54,5565,150,8,
406B9E,3450,53.72040,-1.45145,2017/09/11,22:30:30.086,-106.68,9.54,5565,150,8,
406B9E,3450,53.72668,-1.45633,2017/09/11,22:30:41.750,-104.95,9.54,5565,150,8,
406B9E,3450,53.72701,-1.45674,2017/09/11,22:30:42.338,-104.85,9.55,5565,129,332,
4CA854,5525,53.67021,-1.57129,2017/09/11,22:30:42.341,-109.05,14.71,,,,
406B9E,3475,53.72859,-1.45812,2017/09/11,22:30:44.829,-104.42,9.56,5565,128,332,MON48NK 
406B9E,3475,53.72891,-1.45828,2017/09/11,22:30:45.877,-104.34,9.55,5565,128,332,MON48NK 
406B9E,3475,53.72924,-1.45884,2017/09/11,22:30:46.728,-104.23,9.56,5565,128,332,MON48NK 
406B9E,3475,53.72948,-1.45924,2017/09/11,22:30:47.188,-104.16,9.57,5565,128,331,MON48NK 
406B9E,3475,53.72980,-1.45957,2017/09/11,22:30:47.779,-104.07,9.58,5565,129,330,MON48NK 
406B9E,3475,53.73010,-1.45985,2017/09/11,22:30:48.238,-103.98,9.58,5565,129,330,MON48NK 
406B9E,3475,53.73041,-1.46005,2017/09/11,22:30:48.762,-103.9,9.58,5565,130,330,MON48NK 
406B9E,3475,53.73070,-1.46024,2017/09/11,22:30:49.279,-103.83,9.58,5565,130,330,MON48NK 
406B9E,3475,53.73092,-1.46045,2017/09/11,22:30:49.806,-103.77,9.58,5565,130,330,MON48NK 
406B9E,3450,53.73120,-1.46078,2017/09/11,22:30:50.331,-103.69,9.58,5565,130,330,MON48NK 
406B9E,3450,53.73138,-1.46094,2017/09/11,22:30:50.787,-103.64,9.59,5565,130,330,MON48NK 
406B9E,3450,53.73166,-1.46126,2017/09/11,22:30:51.311,-103.56,9.59,5565,130,330,MON48NK 
406B9E,3450,53.73190,-1.46150,2017/09/11,22:30:51.712,-103.49,9.59,5565,130,330,MON48NK 
406B9E,3450,53.73253,-1.46212,2017/09/11,22:30:52.890,-103.32,9.6,5565,130,330,MON48NK 
406B9E,3450,53.73303,-1.46259,2017/09/11,22:30:53.867,-103.18,9.6,5565,130,330,MON48NK 
406B9E,3450,53.73372,-1.46338,2017/09/11,22:30:55.312,-102.99,9.62,5565,130,330,MON48NK 
406B9E,3450,53.73432,-1.46409,2017/09/11,22:30:56.299,-102.82,9.63,5565,131,329,MON48NK 
406B9E,3450,53.73450,-1.46433,2017/09/11,22:30:56.751,-102.77,9.63,5565,130,329,MON48NK 
406B9E,3450,53.73477,-1.46456,2017/09/11,22:30:57.278,-102.7,9.63,5565,130,329,MON48NK 
406B9E,3450,53.73553,-1.46514,2017/09/11,22:30:58.721,-102.5,9.64,5565,130,329,MON48NK 
406B9E,3450,53.73610,-1.46589,2017/09/11,22:31:00.094,-102.34,9.65,5565,130,328,MON48NK 
406B9E,3450,53.73642,-1.46628,2017/09/11,22:31:00.623,-102.25,9.66,5565,130,328,MON48NK 
406B9E,3450,53.73753,-1.46748,2017/09/11,22:31:02.519,-101.94,9.68,5565,130,328,MON48NK 
406B9E,3450,53.73779,-1.46793,2017/09/11,22:31:03.439,-101.87,9.69,5565,130,328,MON48NK 
406B9E,3450,53.73994,-1.47005,2017/09/11,22:31:07.435,-101.3,9.72,5565,130,328,MON48NK 
406B9E,3450,53.74008,-1.47028,2017/09/11,22:31:07.891,-101.26,9.72,5565,130,325,MON48NK 
406B9E,3450,53.74036,-1.47076,2017/09/11,22:31:08.420,-101.18,9.73,5565,130,325,MON48NK 
406B9E,3450,53.74059,-1.47107,2017/09/11,22:31:08.816,-101.11,9.74,5565,130,325,MON48NK 
406B9E,3450,53.74079,-1.47136,2017/09/11,22:31:09.399,-101.06,9.74,5565,130,325,MON48NK 
406B9E,3450,53.74107,-1.47160,2017/09/11,22:31:09.988,-100.98,9.75,5565,130,325,MON48NK 
406B9E,3450,53.74173,-1.47225,2017/09/11,22:31:11.037,-100.81,9.76,5565,130,325,MON48NK 
406B9E,3450,53.74191,-1.47248,2017/09/11,22:31:11.433,-100.76,9.76,5565,130,325,MON48NK 
406B9E,3450,53.74631,-1.47805,2017/09/11,22:31:20.413,-99.59,9.88,5565,130,325,MON48NK 
406B9E,3450,53.74667,-1.47868,2017/09/11,22:31:21.462,-99.49,9.89,5565,131,322,MON48NK 
406B9E,3450,53.74860,-1.48104,2017/09/11,22:31:25.256,-99,9.94,5565,131,321,MON48NK 
406B9E,3450,53.74887,-1.48190,2017/09/11,22:31:26.241,-98.91,9.97,5565,131,321,MON48NK 
406B9E,3450,53.74921,-1.48251,2017/09/11,22:31:27.223,-98.82,9.99,5565,132,321,MON48NK 
406B9E,3450,53.75648,-1.49285,2017/09/11,22:31:42.758,-96.99,10.25,5565,132,321,MON48NK 
4CA854,5050,53.68516,-1.46878,2017/09/11,22:31:44.660,-112.86,11.14,,215,65,
4CA854,5025,53.68689,-1.46236,2017/09/11,22:31:48.791,-113.03,10.89,,215,65,
4CA854,5025,53.68842,-1.45658,2017/09/11,22:31:52.654,-113.2,10.67,,215,65,
4CA854,4975,53.69256,-1.44389,2017/09/11,22:32:01.500,-113.43,10.16,1037,212,61,
4CA854,4975,53.69475,-1.43961,2017/09/11,22:32:05.170,-113.34,9.96,1037,212,61,
4CA854,4900,53.70615,-1.43073,2017/09/11,22:32:20.307,-111.55,9.32,1037,169,1,
4CA854,4875,53.70959,-1.43168,2017/09/11,22:32:24.830,-110.66,9.24,1037,162,348,
4CA854,4850,53.71137,-1.43283,2017/09/11,22:32:27.520,-110.14,9.22,1037,162,348,RYR12VQ 
4CA854,4850,53.71248,-1.43395,2017/09/11,22:32:29.349,-109.79,9.22,1037,162,348,RYR12VQ 
4CA854,4825,53.71383,-1.43541,2017/09/11,22:32:31.515,-109.35,9.22,1037,162,348,RYR12VQ 
4CA854,4825,53.71430,-1.43598,2017/09/11,22:32:32.363,-109.2,9.23,1037,156,326,RYR12VQ 
4CA854,4800,53.71559,-1.43756,2017/09/11,22:32:34.528,-108.77,9.24,1037,155,325,RYR12VQ 
4CA854,4800,53.71582,-1.43780,2017/09/11,22:32:34.926,-108.7,9.24,1037,155,325,RYR12VQ 
4CA854,4800,53.71605,-1.43811,2017/09/11,22:32:35.378,-108.62,9.24,1037,155,325,RYR12VQ 
4CA854,4800,53.71639,-1.43856,2017/09/11,22:32:35.907,-108.51,9.25,1037,156,324,RYR12VQ 
4CA854,4800,53.71719,-1.43952,2017/09/11,22:32:37.409,-108.25,9.25,1037,156,324,RYR12VQ 
4CA854,4800,53.71811,-1.44070,2017/09/11,22:32:38.982,-107.94,9.26,1037,155,324,RYR12VQ 
4CA854,4800,53.71849,-1.44115,2017/09/11,22:32:39.441,-107.82,9.27,1037,156,324,RYR12VQ 
4CA854,4800,53.71872,-1.44139,2017/09/11,22:32:39.835,-107.75,9.27,1037,156,324,RYR12VQ 
4CA854,4800,53.71919,-1.44196,2017/09/11,22:32:40.625,-107.6,9.27,1037,156,324,RYR12VQ 
4CA854,4775,53.72175,-1.44494,2017/09/11,22:32:45.080,-106.8,9.3,1037,154,326,RYR12VQ 
4CA854,4775,53.72198,-1.44527,2017/09/11,22:32:45.475,-106.72,9.3,1037,154,326,RYR12VQ 
4CA854,4775,53.72237,-1.44564,2017/09/11,22:32:46.060,-106.61,9.31,1037,153,327,RYR12VQ 
4CA854,4775,53.72379,-1.44713,2017/09/11,22:32:48.423,-106.18,9.32,1037,152,328,RYR12VQ 
4CA854,4750,53.72510,-1.44850,2017/09/11,22:32:50.588,-105.79,9.33,1037,151,328,RYR12VQ 
4CA854,4750,53.72533,-1.44874,2017/09/11,22:32:51.045,-105.72,9.33,1037,150,328,RYR12VQ 
4CA854,4725,53.72650,-1.45003,2017/09/11,22:32:53.012,-105.37,9.34,1037,149,329,RYR12VQ 
4CA854,4700,53.72708,-1.45059,2017/09/11,22:32:54.120,-105.2,9.35,1037,149,329,RYR12VQ 
4CA854,4625,53.73006,-1.45388,2017/09/11,22:32:59.237,-104.32,9.38,1037,148,327,RYR12VQ 
4CA854,4600,53.73051,-1.45443,2017/09/11,22:33:00.214,-104.19,9.39,1037,148,326,RYR12VQ 
4CA854,4600,53.73116,-1.45522,2017/09/11,22:33:01.203,-103.99,9.4,1037,147,326,RYR12VQ 
4CA854,4575,53.73138,-1.45545,2017/09/11,22:33:01.663,-103.93,9.4,1037,148,326,RYR12VQ 
4CA854,4575,53.73176,-1.45585,2017/09/11,22:33:02.186,-103.82,9.41,1037,148,326,RYR12VQ 
4CA854,4575,53.73194,-1.45609,2017/09/11,22:33:02.708,-103.77,9.41,1037,148,326,RYR12VQ 
4CA854,4550,53.73253,-1.45679,2017/09/11,22:33:03.694,-103.59,9.42,1037,147,325,RYR12VQ 
4CA854,4525,53.73306,-1.45747,2017/09/11,22:33:04.674,-103.44,9.43,1037,147,325,RYR12VQ 
4CA854,4525,53.73363,-1.45812,2017/09/11,22:33:05.653,-103.27,9.44,1037,147,325,RYR12VQ 
4CA854,4500,53.73386,-1.45844,2017/09/11,22:33:06.047,-103.2,9.45,1037,147,325,RYR12VQ 
4CA854,4450,53.73518,-1.46008,2017/09/11,22:33:08.473,-102.82,9.48,1037,148,324,RYR12VQ 
4CA854,4450,53.73548,-1.46045,2017/09/11,22:33:09.002,-102.74,9.48,1037,148,324,RYR12VQ 
4CA854,4400,53.73660,-1.46191,2017/09/11,22:33:11.166,-102.41,9.51,1037,148,323,RYR12VQ 
4CA854,4300,53.74042,-1.46716,2017/09/11,22:33:18.240,-101.31,9.61,1037,149,321,RYR12VQ 
4CA854,4250,53.74274,-1.47047,2017/09/11,22:33:22.699,-100.66,9.68,1037,148,319,RYR12VQ 
4CA854,4225,53.74353,-1.47168,2017/09/11,22:33:24.273,-100.44,9.71,1037,148,319,RYR12VQ 
4CA854,4200,53.74406,-1.47248,2017/09/11,22:33:25.320,-100.29,9.72,1037,148,319,RYR12VQ 
4CA854,4200,53.74437,-1.47298,2017/09/11,22:33:25.845,-100.2,9.74,1037,148,319,RYR12VQ 
4CA854,4150,53.74631,-1.47593,2017/09/11,22:33:29.641,-99.67,9.81,1037,147,318,RYR12VQ 
4CA854,4150,53.74679,-1.47669,2017/09/11,22:33:30.692,-99.54,9.82,1037,147,318,RYR12VQ 
4CA854,4075,53.74905,-1.48033,2017/09/11,22:33:35.342,-98.92,9.91,1037,147,317,RYR12VQ 
4CA854,4025,53.75143,-1.48410,2017/09/11,22:33:40.063,-98.3,10.01,1037,147,317,RYR12VQ 
400E4E,3700,53.73688,-1.47370,2017/09/11,22:50:45.385,-101.81,9.9,5415,214,54,
400E4E,3700,53.73756,-1.47248,2017/09/11,22:50:46.307,-101.72,9.84,5415,212,51,
400E4E,3700,53.73807,-1.47146,2017/09/11,22:50:47.219,-101.65,9.8,5415,212,51,
400E4E,3675,53.74083,-1.46684,2017/09/11,22:50:51.285,-101.24,9.59,5415,199,38,EXS248  
400E4E,3650,53.74168,-1.46597,2017/09/11,22:50:52.401,-101.08,9.55,5415,199,38,EXS248  
400E4E,3650,53.74306,-1.46424,2017/09/11,22:50:54.363,-100.84,9.46,5415,199,38,EXS248  
400E4E,3600,53.74580,-1.46189,2017/09/11,22:50:58.037,-100.31,9.33,5415,186,26,EXS248  
400E4E,3500,53.75489,-1.45932,2017/09/11,22:51:09.829,-98.3,9.11,5415,179,19,EXS248  
400E4E,3500,53.76883,-1.46722,2017/09/11,22:51:32.041,-94.85,9.23,5415,138,331,EXS248  
400E4E,3475,53.78050,-1.48025,2017/09/11,22:51:53.543,-92.04,9.62,5415,138,331,EXS248  
400E4E,3425,53.78682,-1.48794,2017/09/11,22:52:05.929,-90.63,9.87,5415,138,331,EXS248  
4CA84C,38000,53.40840,-1.29833,2017/09/11,22:52:44.588,-167.41,23.1,7346,426,280,
4068F5,4075,53.71858,-1.49123,2017/09/11,23:01:29.378,-104.79,10.87,,210,40,
4068F5,4025,53.72426,-1.48776,2017/09/11,23:01:36.188,-103.82,10.63,,210,40,
4068F5,3950,53.73294,-1.48669,2017/09/11,23:01:46.416,-102.09,10.41,,180,357,EXS4TL  
4068F5,3925,53.73376,-1.48679,2017/09/11,23:01:47.461,-101.91,10.4,,180,357,EXS4TL  
4068F5,3925,53.73468,-1.48684,2017/09/11,23:01:48.514,-101.72,10.38,,180,357,EXS4TL  
4068F5,3925,53.73548,-1.48695,2017/09/11,23:01:49.492,-101.55,10.37,5446,180,357,EXS4TL  
4068F5,3800,53.74860,-1.49241,2017/09/11,23:02:06.535,-98.64,10.34,5446,176,352,EXS4TL  
4068F5,3525,53.76897,-1.51290,2017/09/11,23:02:39.166,-94.09,10.83,5446,164,331,EXS4TL  
4068F5,3500,53.77063,-1.51490,2017/09/11,23:02:42.054,-93.74,10.89,5446,164,331,EXS4TL  
4068F5,3150,53.78430,-1.53424,2017/09/11,23:03:08.924,-91,11.52,5446,133,318,EXS4TL  
40705E,32000,53.52805,-1.59702,2017/09/11,23:18:18.712,-125.21,20.89,,384,339,NPT09H  
40705E,32000,53.53596,-1.60236,2017/09/11,23:18:23.431,-124.02,20.67,,385,339,NPT09H  
40705E,32000,53.53793,-1.60369,2017/09/11,23:18:24.544,-123.72,20.61,,385,339,NPT09H  
40705E,32000,54.25008,-2.08575,2017/09/11,23:25:31.488,-61.16,41.43,,,,
40705E,32000,54.25179,-2.08692,2017/09/11,23:25:32.410,-61.1,41.53,,393,339,
40705E,32000,54.25681,-2.09038,2017/09/11,23:25:35.420,-60.93,41.82,5432,393,339,NPT09H  
40705E,32000,54.26019,-2.09266,2017/09/11,23:25:37.457,-60.82,42.02,5432,393,339,NPT09H  
40705E,32000,54.26189,-2.09386,2017/09/11,23:25:38.439,-60.76,42.12,5432,393,339,NPT09H  
40705E,32000,54.26320,-2.09475,2017/09/11,23:25:39.352,-60.72,42.19,5432,393,339,NPT09H  
40705E,32000,54.26660,-2.09710,2017/09/11,23:25:41.256,-60.61,42.39,5432,393,339,NPT09H  
400428,3925,53.69447,-1.41295,2017/09/11,23:58:28.937,-116.08,9.21,,,,
400428,3950,53.69689,-1.41586,2017/09/11,23:58:32.411,-115.19,9.2,,,,
400428,3950,53.69875,-1.41861,2017/09/11,23:58:35.688,-114.46,9.22,,174,323,
400428,3950,53.69930,-1.41896,2017/09/11,23:58:36.209,-114.29,9.21,,174,323,
400428,3950,53.70374,-1.42493,2017/09/11,23:58:43.419,-112.65,9.23,,171,322,
400428,3950,53.71046,-1.43403,2017/09/11,23:58:54.232,-110.26,9.28,3262,171,322,
400428,3950,53.71353,-1.43835,2017/09/11,23:58:59.541,-109.19,9.32,3262,171,322,
400428,3950,53.71458,-1.43976,2017/09/11,23:59:00.989,-108.84,9.34,3262,171,322,EXS214  
400428,3950,53.71523,-1.44091,2017/09/11,23:59:02.488,-108.6,9.35,3262,165,320,EXS214  
400428,3950,53.71577,-1.44141,2017/09/11,23:59:03.019,-108.44,9.35,3262,165,320,EXS214  
400428,3950,53.71596,-1.44180,2017/09/11,23:59:03.537,-108.37,9.36,3262,165,320,EXS214  
400428,3950,53.71664,-1.44282,2017/09/11,23:59:04.591,-108.13,9.37,3262,163,320,EXS214  
400428,3950,53.71714,-1.44349,2017/09/11,23:59:05.576,-107.97,9.38,3262,163,320,EXS214  
400428,3950,53.71802,-1.44470,2017/09/11,23:59:07.077,-107.68,9.39,3262,162,319,EXS214  
400428,3950,53.71902,-1.44643,2017/09/11,23:59:08.980,-107.33,9.42,3262,160,319,EXS214  
400428,3950,53.72058,-1.44850,2017/09/11,23:59:11.604,-106.83,9.44,3262,160,319,EXS214  
400428,3950,53.72212,-1.45084,2017/09/11,23:59:14.415,-106.32,9.48,3262,157,319,EXS214  
400428,3950,53.72333,-1.45278,2017/09/11,23:59:16.842,-105.93,9.51,3262,155,319,EXS214  
400428,3950,53.72383,-1.45365,2017/09/11,23:59:17.895,-105.76,9.52,3262,155,319,EXS214  
400428,3950,53.72488,-1.45514,2017/09/11,23:59:19.856,-105.43,9.55,3262,152,319,EXS214  
400428,3950,53.72538,-1.45601,2017/09/11,23:59:20.775,-105.26,9.56,3262,152,318,EXS214  
400428,3925,53.72626,-1.45702,2017/09/11,23:59:22.345,-105.01,9.57,3262,150,318,EXS214  
400428,3950,53.73326,-1.46801,2017/09/11,23:59:36.567,-102.86,9.78,3262,139,318,EXS214  
400428,3925,53.73962,-1.47782,2017/09/11,23:59:50.591,-101.05,9.98,3262,131,318,EXS214  
